song_id,file_name,artist,song_title
632,632.mp3,Machine Gun Kelly+Hailee Steinfeld,At My Best
634,634.mp3,MadeinTYO,Uber Everywhere (Clean)
635,635.mp3,Maggie Lindemann,Pretty Girl
636,636.mp3,Magic!,Red Dress
637,637.mp3,Major Lazer+Justin Bieber+MØ,Cold Water
638,638.mp3,Major Lazer+Nyla+Fuse ODG,Light It Up (Remix)
639,639.mp3,Major Lazer+PARTYNEXTDOOR+Nicki Minaj,Run Up
643,643.mp3,Maluma,Felices los 4
644,644.mp3,Marc E. Bassy+G-Eazy,Eazy-You & Me
645,645.mp3,Marc E. Bassy,You & Me
646,646.mp3,Maren Morris,80's Mercedes
647,647.mp3,Maren Morris,I Could Use a Love Song
648,648.mp3,Maren Morris,My Church
649,649.mp3,Maren Morris,Once
650,650.mp3,Mariah Carey+YG,I Don't
651,651.mp3,Mariah Carey,All I Want For Christmas Is You (Original Version)
652,652.mp3,Marian Hill,Down
653,653.mp3,Mark Morrison,Return Of The Mack
654,654.mp3,Mark Ronson+Bruno Mars,Uptown Funk
656,656.mp3,Maroon 5+Future,Cold
657,657.mp3,Maroon 5+Kendrick Lamar,Don't Wanna Know
659,659.mp3,Maroon 5,She Will Be Loved
660,660.mp3,Marshmello,Alone
661,661.mp3,Martin Garrix+Bebe Rexha,In The Name Of Love
662,662.mp3,Martin Garrix+Dua Lipa,Scared To Be Lonely
665,665.mp3,Martin Jensen,Solo Dance
666,666.mp3,Martin Solveig+Ina Wroldsen,Places
668,668.mp3,Matoma+Becky Hill,False Alarm
670,670.mp3,Matt Terry,When Christmas Comes Around
671,671.mp3,Meek Mill+Tory Lanez,Litty
672,672.mp3,Meek Mill,Blessed Up
673,673.mp3,Meek Mill,Blue Notes
674,674.mp3,Meek Mill,Froze
675,675.mp3,Meek Mill,Offended
676,676.mp3,Meek Mill,On The Regular
677,677.mp3,Meek Mill,The Difference
678,678.mp3,Meghan Trainor+Kelli Trainor,Mom
679,679.mp3,Meghan Trainor,Me Too (Live At Macy's 4th of July)
681,681.mp3,Meghan Trainor,NO
682,682.mp3,MercyME,Even If
683,683.mp3,Michael Bublé,It's Beginning To Look A Lot Like Christmas
684,684.mp3,Michael Kiwanuka,Cold Little Heart
685,685.mp3,Michael Ray,Think A Little Less
686,686.mp3,Midland,Drinkin' Problem
687,687.mp3,Migos+Gucci Mane,Slippery
688,688.mp3,Migos+Metro Boomin+Lil Uzi Vert,Bad and Boujee (Explicit)
689,689.mp3,Migos+Travis Scott,Kelly Price
692,692.mp3,Migos,Call Casting
693,693.mp3,Migos,Culture
694,694.mp3,Migos,Get Right Witcha
697,697.mp3,Migos-T,T-Shirt
698,698.mp3,Migos,What the Price
699,699.mp3,Mike Perry,The Ocean (Radio Edit)
700,700.mp3,Mike Posner,I Took a Pill in Ibiza (Explicit)
703,703.mp3,Mike Will Made-It,It-Nothing Is Promised
704,704.mp3,Miley Cyrus,Malibu
705,705.mp3,Miranda Lambert,Tin Man
706,706.mp3,Miranda Lambert,Vice
707,707.mp3,Missy Elliott+Lamb,I'm Better
708,708.mp3,Missy Elliott,Get Ur Freak On (Amended LP Version)
710,710.mp3,MØ,Final Song
711,711.mp3,NEIKED,Sexual
713,713.mp3,Nevada+Mark Morrison+Fetty Wap,The Mack
715,715.mp3,New Edition,Can You Stand the Rain
716,716.mp3,New Tribute Kings,Starboy(Originally Performed ByThe Weeknd Feat. Daft Punk)
717,717.mp3,Niall Horan,Slow Hands
718,718.mp3,Niall Horan,This Town
719,719.mp3,Nick Jonas+Nicki Minaj,Bom Bidi Bom
720,720.mp3,Nick Jonas+Tove Lo,Close (Dan E Radio Edit)
722,722.mp3,Nick Jonas,Bacon (Explicit)
726,726.mp3,Nick Jonas,Jealous
727,727.mp3,Nicki Minaj+Drake+Lil Wayne,No Frauds (Explicit)
728,728.mp3,Nicki Minaj+Lil Wayne,Changed It (Explicit)
729,729.mp3,Nicki Minaj+Mike Will Made-It,It-Black Barbies
730,730.mp3,Nicki Minaj,Regret In Your Tears (Explicit)
731,731.mp3,Nicky Jam,El Amante
732,732.mp3,Nicky Jam,Hasta el Amanecer
733,733.mp3,Noah Cyrus+Labrinth,Make Me (Cry)
734,734.mp3,Noah Cyrus,I'm Stuck
736,736.mp3,O.T. Genasis+Young Dolph,Cut It (Explicit)
738,738.mp3,Old Dominion,No Such Thing as a Broken Heart
739,739.mp3,Old Dominion,Snapback
740,740.mp3,Old Dominion,Song for Another Time
741,741.mp3,Olivia O'Brien,Hate U Love U
742,742.mp3,Olly Murs,Grow Up
743,743.mp3,Olly Murs,You Don't Know Love
744,744.mp3,OneRepublic,Kids
745,745.mp3,OneRepublic,Wherever I Go
746,746.mp3,Opetaia Foa'i+Lin-Manuel Miranda,Manuel Miranda-We Know The Way
747,747.mp3,P!NK,Just Like Fire
748,748.mp3,PARTYNEXTDOOR+Drake,Come and See Me (Explicit)
749,749.mp3,PARTYNEXTDOOR,Not Nice
750,750.mp3,PLAYBOI CARTI,Magnolia (Explicit)
751,751.mp3,PLAYBOI CARTI,Woke Up Like This
752,752.mp3,Panic! At The Disco,Bohemian Rhapsody
753,753.mp3,Panic! At The Disco,Death Of A Bachelor
754,754.mp3,Paramore,Hard Times
755,755.mp3,Paul McCartney,Wonderful Christmastime (Edited Version)
757,757.mp3,Pentatonix,Mary, Did You Know?
758,758.mp3,Piko-Taro (ピコ太郎),Taro (ピコ太郎)-Pen Pineapple Apple Pen
759,759.mp3,Piko-Taro,Taro-Pen Pineapple Apple Pen
760,760.mp3,Pitbull+Enrique Iglesias,Messin' Around
761,761.mp3,Pitbull+Flo Rida+LunchMoney Lewis,Greenlight
763,763.mp3,Plain White T's,Hey There Delilah
765,765.mp3,Portugal. The Man,Feel It Still
767,767.mp3,Post Malone+Quavo,Congratulations
769,769.mp3,Post Malone,Go Flex
770,770.mp3,Prince,1999 (LP版)
771,771.mp3,Prince,I Would Die 4 U
772,772.mp3,Prince,Kiss
773,773.mp3,Prince,Let's Go Crazy
774,774.mp3,Prince,Little Red Corvette
775,775.mp3,Prince,Purple Rain
776,776.mp3,Prince,Raspberry Beret
777,777.mp3,Prince,When Doves Cry
778,778.mp3,Rachel Platten,Fight Song
779,779.mp3,Radiohead,Creep
780,780.mp3,Rae Sremmurd+Gucci Mane,Black Beatles (Explicit)
783,783.mp3,Rae Sremmurd,Look Alive (Clean)
784,784.mp3,Rae Sremmurd,Swang (Explicit)
786,786.mp3,Rag'N'Bone Man,Human (MJ Cole Remix)
788,788.mp3,Rag'N'Bone Man,Skin
789,789.mp3,Ramin Djawadi,Light of the Seven
790,790.mp3,Rascal Flatts,I Like The Sound Of That
791,791.mp3,Rascal Flatts,Yours If You Want It
792,792.mp3,Reba McEntire,Back to God
793,793.mp3,Red Hot Chili Peppers,Dark Necessities
794,794.mp3,Red Hot Chili Peppers,We Turn Red
795,795.mp3,Remy Ma,Shether (Explicit)
796,796.mp3,Rick Ross+Young Thug+Wale,Trap Trap Trap (Explicit)
797,797.mp3,Rihanna+Drake,Work (Lost Kings Remix)
798,798.mp3,Rihanna,Needed Me (Cosmic Dawn Club Mix)
799,799.mp3,Rihanna,Sledgehammer
801,801.mp3,Rob $tone+Spooks+J. Davis,Chill Bill
803,803.mp3,Robbie Williams,Love My Life
804,804.mp3,Robin Schulz+David Guetta+Cheat Codes,Shed A Light
806,806.mp3,Romeo Santos,Héroe Favorito
807,807.mp3,Russ,Losin Control
808,808.mp3,Russ,What They Want
809,809.mp3,Ruth B.,Lost Boy
810,810.mp3,Ryan Gosling+Emma Stone,City of Stars
812,812.mp3,Sabrina Carpenter,Thumbs
813,813.mp3,Sage the Gemini,Now and Later
814,814.mp3,Sam Hunt,Body Like A Back Road
815,815.mp3,Sam Hunt,Drinkin' Too Much (8pm)
816,816.mp3,Sam Hunt,Make You Miss Me (Acoustic Mixtape)
818,818.mp3,Schoolboy Q+Kanye West,THat Part (Explicit)
820,820.mp3,Scotty McCreery,Five More Minutes
821,821.mp3,Sean Paul+Dua Lipa,No Lie
823,823.mp3,Selena Gomez,Bad Liar
824,824.mp3,Selena Gomez,Kill Em With Kindness
825,825.mp3,"Shaggy+Ricardo ""RikRok"" Ducent",It Wasn't Me
827,827.mp3,Shakin' Stevens,Merry Christmas Everyone
828,828.mp3,Shakira+Maluma,Chantaje
829,829.mp3,Shakira,Hips Don't Lie (2006 FIFA World Cup Mix)
830,830.mp3,Shakira,Me Enamoré
831,831.mp3,Shakira,Try Everything
832,832.mp3,Shawn Mendes,Mercy
833,833.mp3,Shawn Mendes,Stitches
834,834.mp3,Shawn Mendes,There's Nothing Holdin' Me Back
835,835.mp3,Shawn Mendes,Treat You Better
836,836.mp3,Sia+Kendrick Lamar,The Greatest
837,837.mp3,Sia+Nicky Jam,Cheap Thrills (Remix)
839,839.mp3,Sia,California Dreamin'
842,842.mp3,Sia,Helium
844,844.mp3,Sigma+Birdy,Find Me (Radio Edit)
846,846.mp3,Skrillex+Rick Ross,Purple Lamborghini (Explicit)
847,847.mp3,Slade,Merry Xmas Everybody
848,848.mp3,Snakehips+MØ,Don't Leave (Explicit)
850,850.mp3,Snoop Dogg,Kush Ups
851,851.mp3,Solange+Sampha,Don't Touch My Hair
852,852.mp3,Solange,Cranes in the Sky
853,853.mp3,Starley,Call On Me
854,854.mp3,Starley,Call on Me (Ryan Riback Remix)
855,855.mp3,Steve Aoki+Louis Tomlinson,Just Hold On
857,857.mp3,Stormzy,Big For Your Boots
858,858.mp3,Sturgill Simpson,All Around You
859,859.mp3,Sundance Head,At Last (Live)
860,860.mp3,Sundance Head,Darlin' Don't Go (Live)
861,861.mp3,Take That,Giants
862,862.mp3,Taron Egerton,I'm Still Standing
863,863.mp3,Taylor Ray Holbrook+Ryan Upchurch,Southern Land
864,864.mp3,Tee Grizzley,First Day Out (Explicit)
865,865.mp3,The Chainsmokers+Coldplay,Something Just Like This
866,866.mp3,The Chainsmokers+Daya,Don't Let Me Down (Remix)
868,868.mp3,The Chainsmokers+Halsey,Closer
869,869.mp3,The Chainsmokers+Phoebe Ryan,All We Know
870,870.mp3,The Chainsmokers+ROZES,Roses
871,871.mp3,The Chainsmokers+XYLØ,Setting Fires
876,876.mp3,The Chainsmokers,Paris
879,879.mp3,The Chainsmokers,The One (Explicit)
880,880.mp3,The Dave Clark Five,Glad All Over
881,881.mp3,The Game+Jeremih,All Eyez (Explicit)
882,882.mp3,The Killers,Mr. Brightside
883,883.mp3,The Knocks+Wyclef Jean,Kiss The Sky
884,884.mp3,The Lumineers,Ophelia
885,885.mp3,The Notorious B.I.G.,Hypnotize
886,886.mp3,The Pogues+Kirsty MacColl,Fairytale Of New York
888,888.mp3,The Revivalists,Wish I Knew You
889,889.mp3,The Strumbellas,Spirits
890,890.mp3,The Vamps+Matoma,All Night
892,892.mp3,The Weeknd+Daft Punk,I Feel It Coming
894,894.mp3,The Weeknd+Future,All I Know
895,895.mp3,The Weeknd+Kendrick Lamar,Sidewalks
896,896.mp3,The Weeknd,A Lonely Night
897,897.mp3,The Weeknd,Acquainted (Explicit)
900,900.mp3,The Weeknd,Die For You
903,903.mp3,The Weeknd,Love To Lay
904,904.mp3,The Weeknd,Nothing Without You
905,905.mp3,The Weeknd,Ordinary Life
906,906.mp3,The Weeknd,Party Monster
907,907.mp3,The Weeknd,Reminder
908,908.mp3,The Weeknd,Rockin'
909,909.mp3,The Weeknd,Secrets
911,911.mp3,The Weeknd,Six Feet Under
913,913.mp3,The Weeknd,Stargirl Interlude
915,915.mp3,The White Stripes,Seven Nation Army
916,916.mp3,The xx,On Hold
917,917.mp3,Thomas Rhett+Maren Morris,Craving You
918,918.mp3,Thomas Rhett,Die A Happy Man
919,919.mp3,Thomas Rhett,Star Of The Show
921,921.mp3,Thomas Rhett,Vacation
922,922.mp3,Tieks+Dan Harkna,Sunshine (Radio Edit)
924,924.mp3,Tim Mcgraw+Faith Hill,Speak to a Girl
925,925.mp3,Tim Mcgraw,How I'll Always Be
926,926.mp3,Tim Mcgraw,Humble and Kind
927,927.mp3,Tinashe,Superlove (Explicit)
928,928.mp3,Tinie Tempah+Tinashe,Text from Your Ex
929,929.mp3,Tom Zanetti+Sadie Ama,You Want Me
931,931.mp3,Tory Lanez,LUV
932,932.mp3,Tove Lo,Cool Girl (Explicit)
933,933.mp3,Train,Play That Song
934,934.mp3,Travis Scott,Beibs in the Trap (Explicit)
935,935.mp3,Travis Scott,Goosebumps (Explicit)
936,936.mp3,Trey Songz,Nobody Else But You
937,937.mp3,Troye Sivan,WILD
938,938.mp3,Troye Sivan,YOUTH
939,939.mp3,Tucker Beathard,Rock On
940,940.mp3,Twenty One Pilots+Mutemath,Heathens
941,941.mp3,Twenty One Pilots,Cancer
943,943.mp3,Twenty One Pilots,Ride (Live)
945,945.mp3,Twenty One Pilots,Stressed Out
946,946.mp3,Tyga+Kanye West,Feel Me
948,948.mp3,Usher+Young Thug,No Limit (Explicit)
950,950.mp3,Usher,Yeah
951,951.mp3,Various Artists,Hands
952,952.mp3,Wale+Lil Wayne,Running Back
953,953.mp3,Wale+Sam Sneak,My PYT (Explicit)
956,956.mp3,Wham!,Last Christmas
957,957.mp3,Wiz Khalifa+Lil Uzi Vert,Pull Up
958,958.mp3,Wizzard,I Wish It Could Be Christmas Everyday
959,959.mp3,X Ambassadors,Unsteady (Erich Lee Gravity Remix)
962,962.mp3,Xxxtentacion,Look at Me! (Explicit)
964,964.mp3,YFN Lucci+PnB Rock,Everyday We Lit (Explicit)
965,965.mp3,YG+Drake+Kamaiyah,Why You Always Hatin?
966,966.mp3,Yo Gotti+E-40,40-Law
967,967.mp3,Yo Gotti,Law
968,968.mp3,Young Greatness,Moolah
969,969.mp3,Young M.A,Ooouuu (Explicit)
970,970.mp3,Young Thug+Travis Scott+Quavo,Pick Up the Phone
971,971.mp3,Young Thug,Gang Up (Explicit)
973,973.mp3,ZAYN+Lil Wayne,PILLOWTALK (Remix)
974,974.mp3,ZAYN+PARTYNEXTDOOR,Still Got Time
978,978.mp3,Zac Brown Band,Castaway
979,979.mp3,Zac Brown Band,My Old Man
980,980.mp3,Zac Brown Band,Roots
981,981.mp3,Zara Larsson+MNEK,Never Forget You (Belt & Wezol Remix)
983,983.mp3,Zara Larsson,Ain't My Fault
984,984.mp3,Zara Larsson,I Would Like
985,985.mp3,Zara Larsson,Lush Life
989,989.mp3,Zay Hilfigerrr+Zayion McCall,Juju On That Beat (TZ Anthem)
992,992.mp3,Zayion McCall+Zay Hilfigerrr,JuJu On Dat Beat
993,993.mp3,Zedd+Alessia Cara,Stay
996,996.mp3,offaiah,Trouble
997,997.mp3,防弹少年团,A Supplementary Story : You Never Walk Alone
999,999.mp3,防弹少年团,Outro : Wings
1000,1000.mp3,防弹少年团,Spring Day
